seq,time_seconds,event_type,robot_name,message,data_json
216,20.85,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 3.099}"
217,20.9,goal_assigned,Drone 4,"Assigned coverage+frontier goal at (12.50, 2.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 12.5, ""goal_y"": 2.5, ""score"": 7.2603}"
218,20.9,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.314}"
219,21.2,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (6.50, 29.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 6.5, ""goal_y"": 29.5, ""score"": 6.2648}"
220,21.2,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 7.747}"
221,21.25,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (24.50, 31.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 24.5, ""goal_y"": 31.5, ""score"": 6.7933}"
222,21.25,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.749}"
223,21.25,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 7.695}"
224,21.8,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (6.50, 30.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 6.5, ""goal_y"": 30.5, ""score"": 6.7575}"
225,21.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.562}"
226,21.85,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (36.50, 21.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 36.5, ""goal_y"": 21.5, ""score"": 6.9769}"
227,21.85,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 4.093}"
228,21.9,goal_assigned,Drone 4,"Assigned coverage+frontier goal at (14.50, 4.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 14.5, ""goal_y"": 4.5, ""score"": 5.9839}"
229,21.9,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 7.811}"
230,22.25,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (25.50, 31.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 25.5, ""goal_y"": 31.5, ""score"": 5.8445}"
231,22.25,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.898}"
232,22.55,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (25.50, 32.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 25.5, ""goal_y"": 32.5, ""score"": 5.8031}"
233,22.55,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.66}"
234,22.8,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.397}"
235,22.8,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (5.50, 30.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 5.5, ""goal_y"": 30.5, ""score"": 6.7294}"
236,22.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.374}"
237,22.85,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 3.12}"
238,22.9,goal_assigned,Drone 4,"Assigned coverage+frontier goal at (15.50, 3.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 15.5, ""goal_y"": 3.5, ""score"": 6.7163}"
239,22.9,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.1}"
240,23.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.947}"
241,23.35,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (35.50, 21.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 35.5, ""goal_y"": 21.5, ""score"": 4.6956}"
242,23.35,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 2.533}"
243,23.8,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (4.50, 29.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 4.5, ""goal_y"": 29.5, ""score"": 5.8125}"
244,23.8,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 6.789}"
245,23.85,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 4.356}"
246,23.9,goal_assigned,Drone 4,"Assigned coverage+frontier goal at (17.50, 3.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 17.5, ""goal_y"": 3.5, ""score"": 6.5384}"
247,23.9,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.949}"
248,24.0,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (25.50, 33.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 25.5, ""goal_y"": 33.5, ""score"": 5.0301}"
249,24.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.014}"
250,24.1,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (36.50, 21.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 36.5, ""goal_y"": 21.5, ""score"": 7.5109}"
251,24.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 4.194}"
252,24.35,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (35.50, 22.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 35.5, ""goal_y"": 22.5, ""score"": 5.967}"
253,24.35,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 3.089}"
254,24.65,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 2.598}"
255,24.8,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (5.50, 31.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 5.5, ""goal_y"": 31.5, ""score"": 7.1521}"
256,24.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 7.985}"
257,24.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.951}"
258,25.0,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (25.50, 34.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 25.5, ""goal_y"": 34.5, ""score"": 4.7003}"
259,25.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.016}"
260,25.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.9}"
261,25.65,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (37.50, 12.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 37.5, ""goal_y"": 12.5, ""score"": 12.3789}"
262,25.65,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.561}"
263,25.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 7.025}"
264,25.9,goal_assigned,Drone 4,"Assigned coverage+frontier goal at (18.50, 4.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 18.5, ""goal_y"": 4.5, ""score"": 5.7851}"
265,25.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.729}"
266,26.15,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (25.50, 35.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 25.5, ""goal_y"": 35.5, ""score"": 5.1405}"
267,26.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.824}"
268,26.65,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.433}"
269,26.8,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (5.50, 32.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 5.5, ""goal_y"": 32.5, ""score"": 5.947}"
270,26.8,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 7.025}"
271,26.9,goal_assigned,Drone 4,"Assigned coverage+frontier goal at (20.50, 3.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 20.5, ""goal_y"": 3.5, ""score"": 6.8815}"
272,26.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 8.873}"
273,27.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 6.824}"
274,27.65,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.423}"
275,27.8,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (5.50, 32.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 5.5, ""goal_y"": 32.5, ""score"": 6.6275}"
276,27.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 5.698}"
277,27.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.876}"
278,28.15,goal_assigned,Drone 2,"Assigned coverage+frontier goal at (27.50, 36.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 27.5, ""goal_y"": 36.5, ""score"": 5.4859}"
279,28.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.546}"
280,28.65,goal_assigned,Drone 1,"Assigned coverage+frontier goal at (37.50, 10.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 37.5, ""goal_y"": 10.5, ""score"": 7.3023}"
281,28.65,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.423}"
282,28.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 4.698}"
283,28.9,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (19.50, 4.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 19.5, ""goal_y"": 4.5, ""score"": 6.4663}"
284,28.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 5.744}"
285,29.15,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (27.50, 35.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 27.5, ""goal_y"": 35.5, ""score"": 6.1101}"
286,29.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 5.707}"
287,29.65,goal_assigned,Drone 1,"Assigned coverage+frontier goal at (37.50, 9.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 37.5, ""goal_y"": 9.5, ""score"": 6.9658}"
288,29.65,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.423}"
289,29.7,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (5.50, 33.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 5.5, ""goal_y"": 33.5, ""score"": 3.8143}"
290,29.7,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 4.798}"
291,29.85,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (5.50, 34.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 5.5, ""goal_y"": 34.5, ""score"": 4.9755}"
292,29.85,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 5.648}"
293,29.9,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (20.50, 5.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 20.5, ""goal_y"": 5.5, ""score"": 6.0705}"
294,29.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 5.774}"
295,30.15,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (29.50, 33.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 29.5, ""goal_y"": 33.5, ""score"": 6.1866}"
296,30.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 5.045}"
297,30.65,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.423}"
298,30.85,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (5.50, 33.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 5.5, ""goal_y"": 33.5, ""score"": 5.8355}"
299,30.85,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 3.554}"
300,30.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 4.781}"
301,31.15,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (29.50, 35.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 29.5, ""goal_y"": 35.5, ""score"": 6.3732}"
302,31.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 5.156}"
303,31.65,goal_assigned,Drone 1,"Assigned coverage+frontier goal at (37.50, 8.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 37.5, ""goal_y"": 8.5, ""score"": 6.2828}"
304,31.65,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.423}"
305,31.85,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 2.457}"
306,31.9,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (21.50, 4.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 21.5, ""goal_y"": 4.5, ""score"": 6.6472}"
307,31.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 4.787}"
308,32.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 4.174}"
309,32.7,goal_assigned,Drone 1,"Assigned coverage+frontier goal at (36.50, 7.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 36.5, ""goal_y"": 7.5, ""score"": 5.934}"
310,32.7,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.587}"
311,32.9,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 1.408}"
312,32.95,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (22.50, 4.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 22.5, ""goal_y"": 4.5, ""score"": 7.469}"
313,32.95,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 4.74}"
314,33.2,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (32.50, 33.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 32.5, ""goal_y"": 33.5, ""score"": 7.423}"
315,33.2,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 5.299}"
316,33.75,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 6.537}"
317,33.85,goal_reached,Drone 3,"Reached coverage-centroid at (5.50, 33.50)",
318,33.9,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (7.50, 36.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 7.5, ""goal_y"": 36.5, ""score"": 9.162}"
319,33.9,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 7.061}"
320,34.0,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (23.50, 4.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 23.5, ""goal_y"": 4.5, ""score"": 8.9079}"
321,34.0,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 4.688}"
322,34.25,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (32.50, 32.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 32.5, ""goal_y"": 32.5, ""score"": 5.9691}"
323,34.25,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 4.42}"
324,34.25,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 6.08}"
325,34.8,goal_assigned,Drone 1,"Assigned coverage+frontier goal at (35.50, 5.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 35.5, ""goal_y"": 5.5, ""score"": 6.0114}"
326,34.8,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.723}"
327,34.95,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (8.50, 35.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 8.5, ""goal_y"": 35.5, ""score"": 8.1114}"
328,34.95,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 6.545}"
329,35.05,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (23.50, 3.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 23.5, ""goal_y"": 3.5, ""score"": 8.9177}"
330,35.05,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 3.844}"
331,35.3,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 3.378}"
332,35.85,goal_assigned,Drone 1,"Assigned coverage+frontier goal at (35.50, 4.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 35.5, ""goal_y"": 4.5, ""score"": 5.7224}"
333,35.85,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.412}"
334,36.0,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 5.396}"
335,36.1,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (30.50, 3.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 30.5, ""goal_y"": 3.5, ""score"": 21.8295}"
336,36.1,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 9.688}"
337,36.35,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 2.328}"
338,36.9,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (35.50, 5.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 35.5, ""goal_y"": 5.5, ""score"": 6.0707}"
339,36.9,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 5.502}"
340,37.05,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (13.50, 35.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 13.5, ""goal_y"": 35.5, ""score"": 9.8278}"
341,37.05,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 8.991}"
342,37.15,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 8.647}"
343,37.4,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 1.301}"
344,37.95,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (35.50, 4.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 35.5, ""goal_y"": 4.5, ""score"": 6.891}"
345,37.95,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 5.386}"
346,38.1,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (14.50, 34.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 14.5, ""goal_y"": 34.5, ""score"": 9.3008}"
347,38.1,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 9.132}"
348,38.2,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.597}"
349,38.3,goal_reached,Drone 2,"Reached coverage-centroid at (32.50, 32.50)",
350,38.35,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (32.50, 31.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 32.5, ""goal_y"": 31.5, ""score"": 3.3736}"
351,38.35,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 1.305}"
352,39.0,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (36.50, 26.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 36.5, ""goal_y"": 26.5, ""score"": 29.3763}"
353,39.0,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 17.868}"
354,39.15,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (14.50, 33.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 14.5, ""goal_y"": 33.5, ""score"": 8.8299}"
355,39.15,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.776}"
356,39.25,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (3.50, 15.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 3.5, ""goal_y"": 15.5, ""score"": 34.8677}"
357,39.25,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 24.263}"
358,39.35,stuck_recovery,Drone 2,Triggered stuck recovery maneuver,"{""stuck_events"": 1}"
359,40.05,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (37.50, 34.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 37.5, ""goal_y"": 34.5, ""score"": 43.0812}"
360,40.05,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 25.74}"
361,40.2,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (15.50, 33.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 15.5, ""goal_y"": 33.5, ""score"": 8.7315}"
362,40.2,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.483}"
363,40.3,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 22.917}"
364,40.45,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (32.50, 36.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 32.5, ""goal_y"": 36.5, ""score"": 6.0504}"
365,40.7,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 3.518}"
366,40.7,stuck_recovery,Drone 2,Triggered stuck recovery maneuver,"{""stuck_events"": 2}"
367,41.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 24.691}"
368,41.25,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (16.50, 33.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 16.5, ""goal_y"": 33.5, ""score"": 8.2816}"
369,41.25,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.264}"
370,41.35,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 21.867}"
371,42.05,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 3.129}"
372,42.15,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 23.569}"
373,42.3,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (15.50, 33.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 15.5, ""goal_y"": 33.5, ""score"": 10.5735}"
374,42.3,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 6.023}"
375,42.4,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 20.817}"
376,42.55,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (35.50, 36.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 35.5, ""goal_y"": 36.5, ""score"": 11.7166}"
377,42.55,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 4.929}"
378,43.2,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (38.50, 35.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 38.5, ""goal_y"": 35.5, ""score"": 43.0256}"
379,43.2,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 23.767}"
380,43.35,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (16.50, 35.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 16.5, ""goal_y"": 35.5, ""score"": 11.6892}"
381,43.35,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 5.255}"
382,43.45,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 19.886}"
383,43.6,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (23.50, 36.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 23.5, ""goal_y"": 36.5, ""score"": 15.246}"
384,43.6,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 9.236}"
385,44.25,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (22.50, 35.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 22.5, ""goal_y"": 35.5, ""score"": 52.0654}"
386,44.25,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 29.131}"
387,44.4,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (17.50, 36.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 17.5, ""goal_y"": 36.5, ""score"": 13.411}"
388,44.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 5.173}"
389,44.5,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 18.831}"
390,44.65,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (4.50, 24.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 4.5, ""goal_y"": 24.5, ""score"": 51.9115}"
391,44.65,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 31.226}"
392,45.3,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (3.50, 15.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 3.5, ""goal_y"": 15.5, ""score"": 62.4491}"
393,45.3,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 35.648}"
394,45.45,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (4.50, 24.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 4.5, ""goal_y"": 24.5, ""score"": 23.5304}"
395,45.45,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 16.042}"
396,45.55,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 17.794}"
397,45.7,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 30.281}"
398,46.2,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 34.633}"
399,46.35,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 34.556}"
400,46.5,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 15.312}"
401,46.6,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 16.757}"
402,46.75,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 29.181}"
403,47.4,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 33.532}"
404,47.55,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 14.126}"
405,47.65,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 15.718}"
406,47.8,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 28.125}"
407,48.45,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 32.367}"
408,48.6,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 13.02}"
409,48.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 14.697}"
410,48.85,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 27.535}"
411,49.5,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 31.317}"
412,49.65,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 11.986}"
413,49.75,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 13.676}"
414,49.9,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 26.319}"
415,50.55,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 30.344}"
416,50.7,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 10.925}"
417,50.8,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 12.65}"
418,50.95,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 25.224}"
419,51.6,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 29.394}"
420,51.75,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 10.044}"
421,51.85,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 11.598}"
422,52.0,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 24.228}"
423,52.65,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 28.392}"
424,52.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 9.182}"
425,52.9,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 10.943}"
426,53.05,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 23.136}"
427,53.7,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 27.367}"
428,53.85,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 7.927}"
429,53.95,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 10.043}"
430,54.1,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 22.071}"
431,54.75,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 26.355}"
432,54.9,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 6.889}"
433,55.0,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 9.009}"
434,55.15,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 21.05}"
435,55.8,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 25.272}"
436,55.95,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 5.838}"
437,56.05,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.92}"
438,56.2,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 20.002}"
439,56.85,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 24.323}"
440,57.0,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 4.826}"
441,57.1,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 6.876}"
442,57.25,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (3.50, 24.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 3.5, ""goal_y"": 24.5, ""score"": 41.2777}"
443,57.25,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 19.96}"
444,57.9,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 23.126}"
445,58.05,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (2.50, 21.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 2.5, ""goal_y"": 21.5, ""score"": 12.4319}"
446,58.05,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.515}"
