time_seconds,known_ratio,free_coverage_ratio,occupied_recall_ratio,known_cells,covered_free_cells,mapped_occupied_cells,frontier_count,active_goals,running,auto_finished,selected_robot,auto_policy,mission_mode
13.1,0.48875,0.400966,0.486726,782,415,275,5,4,1,0,Drone 1,weighted_coverage,auto_explore
13.6,0.504375,0.416425,0.488496,807,431,276,5,4,1,0,Drone 1,weighted_coverage,auto_explore
14.1,0.528125,0.43285,0.525664,845,448,297,6,4,1,0,Drone 1,weighted_coverage,auto_explore
14.6,0.54125,0.450242,0.525664,866,466,297,6,4,1,0,Drone 1,weighted_coverage,auto_explore
15.1,0.55625,0.466667,0.529204,890,483,299,7,4,1,0,Drone 1,weighted_coverage,auto_explore
15.6,0.564375,0.479227,0.529204,903,496,299,7,4,1,0,Drone 1,weighted_coverage,auto_explore
16.1,0.57875,0.49372,0.539823,926,511,305,8,4,1,0,Drone 1,weighted_coverage,auto_explore
16.6,0.585625,0.503382,0.539823,937,521,305,8,4,1,0,Drone 1,weighted_coverage,auto_explore
17.1,0.598125,0.516908,0.539823,957,535,305,8,4,1,0,Drone 1,weighted_coverage,auto_explore
17.6,0.60625,0.528502,0.539823,970,547,305,7,4,1,0,Drone 1,weighted_coverage,auto_explore
18.1,0.618125,0.542995,0.541593,989,562,306,8,4,1,0,Drone 1,weighted_coverage,auto_explore
18.6,0.6325,0.561353,0.550442,1012,581,311,7,4,1,0,Drone 1,weighted_coverage,auto_explore
19.1,0.645625,0.577778,0.552212,1033,598,312,8,4,1,0,Drone 1,weighted_coverage,auto_explore
19.6,0.658125,0.593237,0.552212,1053,614,312,8,4,1,0,Drone 1,weighted_coverage,auto_explore
20.1,0.676875,0.603865,0.571681,1083,625,323,8,4,1,0,Drone 1,weighted_coverage,auto_explore
20.6,0.686875,0.618357,0.573451,1099,640,324,9,4,1,0,Drone 1,weighted_coverage,auto_explore
21.1,0.6975,0.627053,0.584071,1116,649,330,9,4,1,0,Drone 1,weighted_coverage,auto_explore
21.6,0.705,0.637681,0.584071,1128,660,330,9,4,1,0,Drone 1,weighted_coverage,auto_explore
22.1,0.715625,0.643478,0.60177,1145,666,340,9,4,1,0,Drone 1,weighted_coverage,auto_explore
22.6,0.73125,0.655072,0.619469,1170,678,350,9,4,1,0,Drone 1,weighted_coverage,auto_explore
23.1,0.73625,0.661836,0.621239,1178,685,351,9,4,1,0,Drone 1,weighted_coverage,auto_explore
23.6,0.75125,0.676329,0.635398,1202,700,359,9,4,1,0,Drone 1,weighted_coverage,auto_explore
24.1,0.758125,0.682126,0.644248,1213,706,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
24.6,0.7675,0.694686,0.644248,1228,719,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
25.1,0.779375,0.711111,0.644248,1247,736,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
25.6,0.78875,0.724638,0.644248,1262,750,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
26.1,0.7975,0.738164,0.644248,1276,764,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
26.6,0.805,0.748792,0.644248,1288,775,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
27.1,0.815,0.763285,0.644248,1304,790,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
27.6,0.8225,0.773913,0.644248,1316,801,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
28.1,0.83,0.785507,0.644248,1328,813,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
28.6,0.841875,0.802899,0.644248,1347,831,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
28.85,0.844375,0.806763,0.644248,1351,835,364,9,4,1,0,Drone 1,weighted_coverage,auto_explore
